block,species,chr,chr_beg,chr_end,orientation
22,CP010053.1,1,619079,634666,+
22,CP008698.1,1,602867,618460,+
22,CP007409.1,1,582662,598271,+
22,CP006881.1,1,582353,597946,+
22,CP003329.1,1,619316,634909,+
22,CP005997.1,1,582774,598421,+
22,CP002905.1,1,748311,763845,+
22,AP011541.2,1,616651,631882,+
22,CP002183.1,1,597835,613222,+
22,AP012496.1,1,598554,614142,+
22,CP004405.1,1,603240,618807,+
22,CP010314.1,1,598808,614401,+
22,CP003783.1,1,598820,614413,+
22,CP003695.1,1,3422581,3438159,-
21,CP009796.1,1,545087,553545,+
21,CP007800.1,1,588403,596858,+
21,AL009126.3,1,604856,613310,+
21,CP002468.1,1,2794841,2803297,+
21,CP004019.1,1,591313,599773,+
21,CP002906.1,1,593806,602261,+
21,CP010052.1,1,604864,613319,+
21,CP010053.1,1,604615,613070,+
21,CP008698.1,1,588403,596858,+
21,CP007409.1,1,568194,576652,+
21,CP006881.1,1,567889,576344,+
21,CP003329.1,1,604853,613307,+
21,CP005997.1,1,568310,576765,+
21,CP002905.1,1,730846,739331,+
21,AP011541.2,1,602179,610638,+
21,CP002183.1,1,580051,588462,+
21,AP012496.1,1,584090,592545,+
21,CP004405.1,1,588872,597332,+
21,CP010314.1,1,584344,592799,+
21,CP003783.1,1,584356,592811,+
21,CP003695.1,1,3444169,3452622,-
20,CP009796.1,1,525485,532092,+
20,CP007800.1,1,568823,575430,+
20,AL009126.3,1,585276,591883,+
20,CP002468.1,1,2775188,2781796,+
20,CP004019.1,1,569445,576030,+
20,CP002906.1,1,570684,577243,+
20,CP010052.1,1,585284,591891,+
20,CP010053.1,1,585035,591642,+
20,CP008698.1,1,568823,575430,+
20,CP007409.1,1,548531,555141,+
20,CP006881.1,1,548309,554916,+
20,CP003329.1,1,585273,591880,+
20,CP005997.1,1,548321,554934,+
20,CP002905.1,1,702412,709032,+
20,AP011541.2,1,581067,587675,+
20,CP002183.1,1,550001,556613,+
20,AP012496.1,1,564510,571117,+
20,CP004405.1,1,567004,573589,+
20,CP010314.1,1,564764,571371,+
20,CP003783.1,1,564776,571383,+
20,CP003695.1,1,3465609,3472215,-
19,CP009796.1,1,450783,469552,+
19,CP007800.1,1,475798,494561,+
19,AL009126.3,1,492248,511015,+
19,CP002468.1,1,2706701,2725474,+
19,CP004019.1,1,485600,504405,+
19,CP002906.1,1,486078,504844,+
19,CP010052.1,1,492255,511022,+
19,CP010053.1,1,492257,511030,+
19,CP008698.1,1,475798,494561,+
19,CP007409.1,1,480201,498969,+
19,CP006881.1,1,475795,494558,+
19,CP003329.1,1,492245,511012,+
19,CP005997.1,1,475800,494567,+
19,CP002905.1,1,607945,628030,+
19,AP011541.2,1,482938,501707,+
19,CP002183.1,1,479024,499100,+
19,AP012496.1,1,492243,511016,+
19,CP004405.1,1,483345,502173,+
19,CP010314.1,1,492246,511013,+
19,CP003783.1,1,492259,511026,+
19,CP003695.1,1,3529805,3548580,-
18,CP009796.1,1,408419,427946,+
18,CP007800.1,1,449872,469401,+
18,AL009126.3,1,449877,469406,+
18,CP002468.1,1,2664330,2683858,+
18,CP004019.1,1,443192,462746,+
18,CP002906.1,1,443719,463254,+
18,CP010052.1,1,449884,469413,+
18,CP010053.1,1,449886,469415,+
18,CP008698.1,1,449872,469401,+
18,CP007409.1,1,437849,457372,+
18,CP006881.1,1,449869,469398,+
18,CP003329.1,1,449875,469403,+
18,CP005997.1,1,433431,452958,+
18,CP002905.1,1,566257,585027,+
18,AP011541.2,1,447619,467153,+
18,CP002183.1,1,436635,456194,+
18,AP012496.1,1,449873,469402,+
18,CP004405.1,1,440957,460494,+
18,CP010314.1,1,449875,469404,+
18,CP003783.1,1,449888,469417,+
18,CP003695.1,1,3571382,3590921,-
17,CP009796.1,1,400971,408102,+
17,CP007800.1,1,442423,449555,+
17,AL009126.3,1,442428,449560,+
17,CP002468.1,1,2656881,2664013,+
17,CP004019.1,1,435743,442875,+
17,CP002906.1,1,434937,442059,+
17,CP010052.1,1,442435,449567,+
17,CP010053.1,1,442437,449569,+
17,CP008698.1,1,442423,449555,+
17,CP007409.1,1,430402,437533,+
17,CP006881.1,1,442420,449552,+
17,CP003329.1,1,442426,449558,+
17,CP005997.1,1,425984,433114,+
17,CP002905.1,1,558817,565943,+
17,AP011541.2,1,440171,447302,+
17,CP002183.1,1,429186,436318,+
17,AP012496.1,1,442424,449556,+
17,CP004405.1,1,433508,440640,+
17,CP010314.1,1,442426,449558,+
17,CP003783.1,1,442439,449571,+
17,CP003695.1,1,3591237,3598370,-
16,CP009796.1,1,359961,367460,+
16,CP007800.1,1,401413,408914,+
16,AL009126.3,1,401418,408919,+
16,CP002468.1,1,2615892,2623375,+
16,CP004019.1,1,394701,402201,+
16,CP002906.1,1,392960,400460,+
16,CP010052.1,1,401425,408926,+
16,CP010053.1,1,401427,408928,+
16,CP008698.1,1,401413,408914,+
16,CP007409.1,1,389429,396896,+
16,CP006881.1,1,401410,408911,+
16,CP003329.1,1,401418,408917,+
16,CP005997.1,1,384976,392476,+
16,CP002905.1,1,517044,524542,+
16,AP011541.2,1,398007,405508,+
16,CP002183.1,1,388557,396051,+
16,AP012496.1,1,401414,408915,+
16,CP004405.1,1,392502,400002,+
16,CP010314.1,1,401416,408917,+
16,CP003783.1,1,401429,408930,+
16,CP003695.1,1,3631880,3639385,-
15,CP009796.1,1,345159,353808,+
15,CP007800.1,1,386611,395260,+
15,AL009126.3,1,386616,395265,+
15,CP002468.1,1,2601091,2609740,+
15,CP004019.1,1,379899,388548,+
15,CP002906.1,1,378158,386807,+
15,CP010052.1,1,386623,395272,+
15,CP010053.1,1,386625,395274,+
15,CP008698.1,1,386611,395260,+
15,CP007409.1,1,374627,383276,+
15,CP006881.1,1,386608,395257,+
15,CP003329.1,1,386616,395265,+
15,CP005997.1,1,370177,378823,+
15,CP002905.1,1,502242,510891,+
15,AP011541.2,1,383205,391854,+
15,CP002183.1,1,373755,382404,+
15,AP012496.1,1,386612,395261,+
15,CP004405.1,1,377699,386348,+
15,CP010314.1,1,386614,395263,+
15,CP003783.1,1,386627,395276,+
15,CP003695.1,1,3645538,3654188,-
14,CP009796.1,1,328743,342937,+
14,CP007800.1,1,370195,384389,+
14,AL009126.3,1,370199,384394,+
14,CP002468.1,1,2584675,2598869,+
14,CP004019.1,1,363464,377677,+
14,CP002906.1,1,361741,375936,+
14,CP010052.1,1,370206,384401,+
14,CP010053.1,1,370209,384403,+
14,CP008698.1,1,370195,384389,+
14,CP007409.1,1,358211,372405,+
14,CP006881.1,1,370192,384386,+
14,CP003329.1,1,370199,384394,+
14,CP005997.1,1,353761,367955,+
14,CP002905.1,1,485825,500014,+
14,AP011541.2,1,366795,380983,+
14,CP002183.1,1,357331,371527,+
14,AP012496.1,1,370196,384390,+
14,CP004405.1,1,361286,375478,+
14,CP010314.1,1,370198,384392,+
14,CP003783.1,1,370211,384405,+
14,CP003695.1,1,3656411,3670606,-
13,CP009796.1,1,293788,299124,+
13,CP007800.1,1,335252,340586,+
13,AL009126.3,1,335244,340578,+
13,CP002468.1,1,2549714,2555050,+
13,CP004019.1,1,328371,333712,+
13,CP002906.1,1,325208,330544,+
13,CP010052.1,1,335251,340585,+
13,CP010053.1,1,335254,340588,+
13,CP008698.1,1,335252,340586,+
13,CP007409.1,1,323134,328470,+
13,CP006881.1,1,335249,340583,+
13,CP003329.1,1,335243,340577,+
13,CP005997.1,1,318793,324129,+
13,CP002905.1,1,448064,453656,+
13,AP011541.2,1,329057,334358,+
13,CP002183.1,1,319898,325490,+
13,AP012496.1,1,335241,340575,+
13,CP004405.1,1,326198,331534,+
13,CP010314.1,1,335244,340578,+
13,CP003783.1,1,335256,340590,+
13,CP003695.1,1,3701766,3707103,-
12,CP009796.1,1,256653,261831,+
12,CP007800.1,1,298168,303344,+
12,AL009126.3,1,298160,303336,+
12,CP002468.1,1,2512655,2517830,+
12,CP004019.1,1,291223,296403,+
12,CP002906.1,1,284641,289820,+
12,CP010052.1,1,298167,303343,+
12,CP010053.1,1,298170,303346,+
12,CP008698.1,1,298168,303344,+
12,CP007409.1,1,285993,291171,+
12,CP006881.1,1,298165,303341,+
12,CP003329.1,1,298159,303335,+
12,CP005997.1,1,281686,286864,+
12,CP002905.1,1,412188,417359,+
12,AP011541.2,1,293382,298546,+
12,CP002183.1,1,282808,287960,+
12,AP012496.1,1,298157,303333,+
12,CP004405.1,1,289051,294229,+
12,CP010314.1,1,298160,303336,+
12,CP003783.1,1,298172,303348,+
12,CP003695.1,1,3739006,3744185,-
5,CP009796.1,1,142705,150819,+
5,CP007800.1,1,176927,185041,+
5,AL009126.3,1,176919,185033,+
5,CP002468.1,1,2391989,2400103,+
5,CP004019.1,1,178110,186224,+
5,CP002906.1,1,176816,184930,+
5,CP010052.1,1,176926,185040,+
5,CP010053.1,1,176927,185041,+
5,CP008698.1,1,176927,185041,+
5,CP007409.1,1,166208,174322,+
5,CP006881.1,1,176924,185038,+
5,CP003329.1,1,176917,185031,+
5,CP005997.1,1,160435,168549,+
5,CP002905.1,1,291673,299782,+
5,AP011541.2,1,176727,184840,+
5,CP002183.1,1,166422,174536,+
5,AP012496.1,1,176916,185030,+
5,CP004405.1,1,176015,184129,+
5,CP010314.1,1,176919,185033,+
5,CP003783.1,1,176931,185045,+
5,CP003695.1,1,3858752,3866866,-
4,CP009796.1,1,111460,126628,+
4,CP007800.1,1,135215,150390,+
4,AL009126.3,1,135215,150390,+
4,CP002468.1,1,2350111,2365286,+
4,CP004019.1,1,136532,151706,+
4,CP002906.1,1,135077,150251,+
4,CP010052.1,1,135215,150390,+
4,CP010053.1,1,135214,150389,+
4,CP008698.1,1,135215,150390,+
4,CP007409.1,1,135113,150287,+
4,CP006881.1,1,135212,150387,+
4,CP003329.1,1,135215,150390,+
4,CP005997.1,1,129139,144314,+
4,CP009749.1,1,130351,145533,+
4,CP002905.1,1,135295,150469,+
4,AP011541.2,1,135159,150333,+
4,CP009611.1,1,137035,152217,+
4,CP002183.1,1,129527,144701,+
4,AP012496.1,1,135214,150389,+
4,CP004405.1,1,134630,149804,+
4,CP010314.1,1,135215,150390,+
4,CP003783.1,1,135215,150390,+
4,CP003695.1,1,3893505,3908679,-
4,CP009748.1,1,130328,145512,+
3,CP009796.1,1,92582,110208,+
3,CP007800.1,1,116343,133969,+
3,AL009126.3,1,116343,133969,+
3,CP002468.1,1,2331241,2348865,+
3,CP004019.1,1,117612,135238,+
3,CP002906.1,1,116205,133831,+
3,CP010052.1,1,116343,133969,+
3,CP010053.1,1,116342,133968,+
3,CP008698.1,1,116343,133969,+
3,CP007409.1,1,116240,133866,+
3,CP006881.1,1,116340,133966,+
3,CP003329.1,1,116343,133969,+
3,CP005997.1,1,110267,127893,+
3,CP009749.1,1,111483,129075,+
3,CP002905.1,1,116422,134047,+
3,AP011541.2,1,116287,133913,+
3,CP009611.1,1,118166,135759,+
3,CP002183.1,1,110655,128279,+
3,AP012496.1,1,116342,133968,+
3,CP004405.1,1,115758,133384,+
3,CP010314.1,1,116343,133969,+
3,CP003783.1,1,116343,133969,+
3,CP003695.1,1,3909924,3927550,-
3,CP009748.1,1,111478,129055,+
1,CP009796.1,1,54957,61319,+
1,CP007800.1,1,73041,79403,+
1,AL009126.3,1,73041,79403,+
1,CP002468.1,1,2288797,2295159,+
1,CP004019.1,1,74279,80631,+
1,CP002906.1,1,72899,79261,+
1,CP010052.1,1,73041,79403,+
1,CP010053.1,1,73040,79402,+
1,CP008698.1,1,73041,79403,+
1,CP007409.1,1,72935,79295,+
1,CP006881.1,1,73041,79403,+
1,CP003329.1,1,73041,79403,+
1,CP005997.1,1,72822,79184,+
1,CP009749.1,1,74094,80379,+
1,CP002905.1,1,73117,79478,+
1,AP011541.2,1,72902,79264,+
1,CP009611.1,1,74952,81237,+
1,CP002183.1,1,73141,79501,+
1,AP012496.1,1,73040,79402,+
1,CP004405.1,1,72968,79320,+
1,CP010314.1,1,73041,79403,+
1,CP003783.1,1,73041,79403,+
1,CP003695.1,1,3964492,3970854,-
1,CP009748.1,1,74090,80375,+
2,CP009796.1,1,61712,68317,+
2,CP007800.1,1,79796,86401,+
2,AL009126.3,1,79796,86401,+
2,CP002468.1,1,2295552,2302157,+
2,CP004019.1,1,81034,87641,+
2,CP002906.1,1,79654,86258,+
2,CP010052.1,1,79796,86401,+
2,CP010053.1,1,79795,86400,+
2,CP008698.1,1,79796,86401,+
2,CP007409.1,1,79688,86293,+
2,CP006881.1,1,79796,86401,+
2,CP003329.1,1,79796,86401,+
2,CP005997.1,1,79577,86182,+
2,CP002905.1,1,79871,86473,+
2,AP011541.2,1,79657,86262,+
2,CP002183.1,1,79894,86497,+
2,AP012496.1,1,79795,86400,+
2,CP004405.1,1,79723,86327,+
2,CP010314.1,1,79796,86401,+
2,CP003783.1,1,79796,86401,+
2,CP003695.1,1,3957494,3964099,-
6,CP009796.1,1,159753,167114,+
6,CP007800.1,1,193975,201336,+
6,AL009126.3,1,193967,201328,+
6,CP002468.1,1,2409036,2416396,+
6,CP004019.1,1,195160,202523,+
6,CP002906.1,1,193864,201227,+
6,CP010052.1,1,193974,201335,+
6,CP010053.1,1,193975,201336,+
6,CP008698.1,1,193975,201336,+
6,CP007409.1,1,183256,190616,+
6,CP006881.1,1,193972,201333,+
6,CP003329.1,1,193965,201326,+
6,CP005997.1,1,177483,184844,+
6,CP009749.1,1,181955,189302,+
6,CP002905.1,1,308716,316075,+
6,AP011541.2,1,193772,201134,+
6,CP009611.1,1,194580,201928,+
6,CP002183.1,1,183469,190838,+
6,AP012496.1,1,193964,201325,+
6,CP004405.1,1,193065,200428,+
6,CP010314.1,1,193967,201328,+
6,CP003783.1,1,193979,201340,+
6,CP003695.1,1,3842457,3849822,-
6,CP009748.1,1,181565,188895,+
7,CP009796.1,1,170971,176715,+
7,CP007800.1,1,205191,210938,+
7,AL009126.3,1,205183,210930,+
7,CP002468.1,1,2420239,2425984,+
7,CP004019.1,1,205032,210805,+
7,CP002906.1,1,202472,208204,+
7,CP010052.1,1,205190,210937,+
7,CP010053.1,1,205191,210938,+
7,CP008698.1,1,205191,210938,+
7,CP007409.1,1,194475,200222,+
7,CP006881.1,1,205188,210935,+
7,CP003329.1,1,205181,210928,+
7,CP005997.1,1,188699,194446,+
7,CP002905.1,1,317526,323255,+
7,AP011541.2,1,204970,210717,+
7,CP002183.1,1,192138,197890,+
7,AP012496.1,1,205180,210927,+
7,CP004405.1,1,202937,208684,+
7,CP010314.1,1,205183,210930,+
7,CP003783.1,1,205195,210942,+
7,CP003695.1,1,3832850,3838599,-
8,CP009796.1,1,182410,190626,+
8,CP007800.1,1,222925,231142,+
8,AL009126.3,1,222917,231134,+
8,CP002468.1,1,2439711,2447914,+
8,CP004019.1,1,216494,224711,+
8,CP002906.1,1,210957,219166,+
8,CP010052.1,1,222924,231141,+
8,CP010053.1,1,222925,231142,+
8,CP008698.1,1,222925,231142,+
8,CP007409.1,1,213984,222192,+
8,CP006881.1,1,222922,231139,+
8,CP003329.1,1,222915,231132,+
8,CP005997.1,1,206446,214661,+
8,CP002905.1,1,331406,339646,+
8,AP011541.2,1,212136,220340,+
8,CP002183.1,1,214230,222457,+
8,AP012496.1,1,222914,231131,+
8,CP004405.1,1,214373,222590,+
8,CP010314.1,1,222917,231134,+
8,CP003783.1,1,222929,231146,+
8,CP003695.1,1,3812640,3820846,-
9,CP009796.1,1,202337,208390,+
9,CP007800.1,1,243862,249909,+
9,AL009126.3,1,243854,249901,+
9,CP002468.1,1,2459304,2465354,+
9,CP004019.1,1,237803,243858,+
9,CP002906.1,1,234082,240133,+
9,CP010052.1,1,243861,249908,+
9,CP010053.1,1,243862,249909,+
9,CP008698.1,1,243862,249909,+
9,CP007409.1,1,233906,239956,+
9,CP006881.1,1,243859,249906,+
9,CP003329.1,1,243852,249900,+
9,CP005997.1,1,227380,233429,+
9,CP002905.1,1,357696,363748,+
9,AP011541.2,1,239095,245145,+
9,CP002183.1,1,233089,239135,+
9,AP012496.1,1,243851,249898,+
9,CP004405.1,1,235682,241737,+
9,CP010314.1,1,243854,249901,+
9,CP003783.1,1,243866,249913,+
9,CP003695.1,1,3791501,3797548,-
10,CP009796.1,1,210879,235781,+
10,CP007800.1,1,252397,277296,+
10,AL009126.3,1,252389,277288,+
10,CP002468.1,1,2466893,2491787,+
10,CP004019.1,1,245396,270321,+
10,CP002906.1,1,241681,266583,+
10,CP010052.1,1,252396,277295,+
10,CP010053.1,1,252397,277298,+
10,CP008698.1,1,252397,277296,+
10,CP007409.1,1,240228,265126,+
10,CP006881.1,1,252394,277293,+
10,CP003329.1,1,252388,277287,+
10,CP005997.1,1,235913,260813,+
10,CP002905.1,1,365287,390177,+
10,AP011541.2,1,247629,272521,+
10,CP002183.1,1,240680,265577,+
10,AP012496.1,1,252386,277285,+
10,CP004405.1,1,243275,268174,+
10,CP010314.1,1,252389,277288,+
10,CP003783.1,1,252401,277300,+
10,CP003695.1,1,3765054,3789958,-
11,CP009796.1,1,239869,249111,+
11,CP007800.1,1,281384,290624,+
11,AL009126.3,1,281376,290616,+
11,CP002468.1,1,2495875,2505112,+
11,CP004019.1,1,274417,283654,+
11,CP002906.1,1,267840,277096,+
11,CP010052.1,1,281383,290623,+
11,CP010053.1,1,281386,290626,+
11,CP008698.1,1,281384,290624,+
11,CP007409.1,1,269214,278451,+
11,CP006881.1,1,281381,290621,+
11,CP003329.1,1,281375,290615,+
11,CP005997.1,1,264901,274140,+
11,CP002905.1,1,394268,404629,+
11,AP011541.2,1,276609,285847,+
11,CP002183.1,1,268844,279205,+
11,AP012496.1,1,281373,290613,+
11,CP004405.1,1,272270,281507,+
11,CP010314.1,1,281376,290616,+
11,CP003783.1,1,281388,290628,+
11,CP003695.1,1,3751727,3760966,-
24,CP009796.1,1,647237,653239,+
24,CP007800.1,1,658413,664430,+
24,AL009126.3,1,674865,680882,+
24,CP002468.1,1,2895985,2902001,+
24,CP004019.1,1,688738,694758,+
24,CP002906.1,1,649107,655115,+
24,CP010052.1,1,674874,680891,+
24,CP010053.1,1,674624,680641,+
24,CP008698.1,1,658413,664430,+
24,CP007409.1,1,627231,633256,+
24,CP006881.1,1,637899,643916,+
24,CP003329.1,1,674862,680879,+
24,CP005997.1,1,638569,644585,+
24,CP002905.1,1,793756,799807,+
24,AP011541.2,1,662301,668316,+
24,CP002183.1,1,642026,648075,+
24,CP004405.1,1,643193,649197,+
24,CP010314.1,1,654354,660371,+
24,CP003783.1,1,654366,660383,+
24,CP003695.1,1,3387524,3393551,-
25,CP009796.1,1,653267,659010,+
25,CP007800.1,1,664458,670194,+
25,AL009126.3,1,680910,686646,+
25,CP002468.1,1,2902029,2907773,+
25,CP004019.1,1,694791,700531,+
25,CP002906.1,1,655153,660883,+
25,CP010052.1,1,680919,686655,+
25,CP010053.1,1,680669,686405,+
25,CP008698.1,1,664458,670194,+
25,CP007409.1,1,633290,639021,+
25,CP006881.1,1,643944,649680,+
25,CP003329.1,1,680907,686643,+
25,CP005997.1,1,644613,650354,+
25,CP002905.1,1,799840,805569,+
25,AP011541.2,1,669633,675365,+
25,CP002183.1,1,649399,655128,+
25,CP004405.1,1,649230,654970,+
25,CP010314.1,1,660399,666135,+
25,CP003783.1,1,660411,666147,+
25,CP003695.1,1,3381760,3387496,-
26,CP009796.1,1,670616,676125,+
26,CP007800.1,1,681799,687308,+
26,AL009126.3,1,698251,703760,+
26,CP002468.1,1,2921474,2926977,+
26,CP004019.1,1,714036,719545,+
26,CP002906.1,1,674392,679901,+
26,CP010052.1,1,698260,703769,+
26,CP010053.1,1,698010,703519,+
26,CP008698.1,1,681799,687308,+
26,CP007409.1,1,650627,656136,+
26,CP006881.1,1,661285,666794,+
26,CP003329.1,1,698248,703757,+
26,CP005997.1,1,661954,667463,+
26,CP009749.1,1,621028,626530,+
26,CP002905.1,1,816991,822500,+
26,AP011541.2,1,688029,693538,+
26,CP009611.1,1,679902,685404,+
26,CP002183.1,1,666553,672062,+
26,AP012496.1,1,673493,678995,+
26,CP004405.1,1,668470,673979,+
26,CP010314.1,1,677740,683249,+
26,CP003783.1,1,677752,683261,+
26,CP003695.1,1,3362749,3368258,-
26,CP009748.1,1,605974,611405,+
27,CP009796.1,1,728732,738285,+
27,CP007800.1,1,739389,748942,+
27,AL009126.3,1,755841,765394,+
27,CP002468.1,1,2973743,2983296,+
27,CP004019.1,1,773127,782681,+
27,CP002906.1,1,733357,742911,+
27,CP010052.1,1,755850,765403,+
27,CP010053.1,1,755600,765153,+
27,CP008698.1,1,739389,748942,+
27,CP007409.1,1,701881,711435,+
27,CP006881.1,1,718875,728428,+
27,CP003329.1,1,755838,765391,+
27,CP005997.1,1,721566,731120,+
27,CP002905.1,1,869079,878395,+
27,AP011541.2,1,743535,753082,+
27,CP002183.1,1,726103,735658,+
27,AP012496.1,1,731076,740629,+
27,CP004405.1,1,727564,737118,+
27,CP010314.1,1,735330,744883,+
27,CP003783.1,1,735342,744895,+
27,CP003695.1,1,3298748,3308301,-
28,CP009796.1,1,746600,761637,+
28,CP007800.1,1,757256,772210,+
28,AL009126.3,1,773708,788662,+
28,CP002468.1,1,2991611,3006561,+
28,CP004019.1,1,790995,805970,+
28,CP002906.1,1,751225,766219,+
28,CP010052.1,1,773717,788671,+
28,CP010053.1,1,773467,788421,+
28,CP008698.1,1,757256,772210,+
28,CP007409.1,1,719749,734704,+
28,CP006881.1,1,736742,751696,+
28,CP003329.1,1,773705,788659,+
28,CP002905.1,1,886709,901741,+
28,AP011541.2,1,761396,776370,+
28,CP002183.1,1,743973,758843,+
28,AP012496.1,1,748943,763897,+
28,CP004405.1,1,745432,760375,+
28,CP010314.1,1,753197,768151,+
28,CP003783.1,1,753209,768162,+
28,CP003695.1,1,3275430,3290434,-
29,CP009796.1,1,799092,810469,+
29,CP007800.1,1,814399,825776,+
29,AL009126.3,1,830851,842228,+
29,CP002468.1,1,3049613,3060992,+
29,CP004019.1,1,842152,853530,+
29,CP002906.1,1,809612,820964,+
29,CP010052.1,1,830860,842237,+
29,CP010053.1,1,830610,841987,+
29,CP008698.1,1,814399,825776,+
29,CP007409.1,1,778454,789830,+
29,CP006881.1,1,793885,805262,+
29,CP003329.1,1,830848,842225,+
29,CP005997.1,1,772229,783607,+
29,CP002905.1,1,946077,957444,+
29,AP011541.2,1,810098,821466,+
29,CP002183.1,1,796190,807637,+
29,AP012496.1,1,806086,817463,+
29,CP004405.1,1,796545,807922,+
29,CP010314.1,1,810340,821717,+
29,CP003783.1,1,810351,821728,+
29,CP003695.1,1,3222646,3234024,-
30,CP009796.1,1,876018,885543,+
30,CP007800.1,1,897418,906938,+
30,AL009126.3,1,913870,923390,+
30,CP002468.1,1,3124767,3134289,+
30,CP004019.1,1,923758,933284,+
30,CP002906.1,1,893109,902631,+
30,CP010052.1,1,913879,923399,+
30,CP010053.1,1,913631,923151,+
30,CP008698.1,1,897418,906938,+
30,CP007409.1,1,856391,865912,+
30,CP006881.1,1,876904,886424,+
30,CP003329.1,1,913867,923387,+
30,CP005997.1,1,855252,864772,+
30,CP002905.1,1,1025363,1034883,+
30,AP011541.2,1,893973,903496,+
30,CP002183.1,1,873458,882899,+
30,AP012496.1,1,889105,898625,+
30,CP004405.1,1,878106,887628,+
30,CP010314.1,1,893359,902879,+
30,CP003783.1,1,893367,902887,+
30,CP003695.1,1,3152034,3161558,-
31,CP009796.1,1,921417,928965,+
31,CP007800.1,1,942816,950366,+
31,AL009126.3,1,959268,966818,+
31,CP002468.1,1,3170142,3177692,+
31,CP004019.1,1,962354,969902,+
31,CP002906.1,1,936996,944543,+
31,CP010052.1,1,959277,966827,+
31,CP010053.1,1,959028,966578,+
31,CP008698.1,1,942816,950366,+
31,CP007409.1,1,901774,909322,+
31,CP006881.1,1,922302,929852,+
31,CP003329.1,1,959265,966815,+
31,CP005997.1,1,900827,908376,+
31,CP002905.1,1,1069372,1076920,+
31,AP011541.2,1,938251,945796,+
31,CP002183.1,1,917299,924853,+
31,AP012496.1,1,934503,942053,+
31,CP004405.1,1,922532,930080,+
31,CP010314.1,1,938757,946307,+
31,CP003783.1,1,938765,946315,+
31,CP003695.1,1,3108596,3116147,-
32,CP009796.1,1,950550,958711,+
32,CP007800.1,1,971950,980120,+
32,AL009126.3,1,988402,996572,+
32,CP002468.1,1,3199277,3207446,+
32,CP004019.1,1,991487,999648,+
32,CP002906.1,1,966122,974282,+
32,CP010052.1,1,988411,996581,+
32,CP010053.1,1,988162,996332,+
32,CP008698.1,1,971950,980120,+
32,CP007409.1,1,930907,939069,+
32,CP006881.1,1,951436,959606,+
32,CP003329.1,1,988399,996569,+
32,CP005997.1,1,929961,938130,+
32,CP002905.1,1,1098507,1106677,+
32,AP011541.2,1,987139,995278,+
32,CP002183.1,1,946405,954581,+
32,AP012496.1,1,963637,971807,+
32,CP004405.1,1,951663,959821,+
32,CP010314.1,1,967891,976061,+
32,CP003783.1,1,967899,976069,+
32,CP003695.1,1,3078852,3087012,-
33,CP009796.1,1,967435,976061,+
33,CP007800.1,1,988846,997471,+
33,AL009126.3,1,1005298,1013923,+
33,CP002468.1,1,3216169,3224795,+
33,CP004019.1,1,1008383,1017007,+
33,CP002906.1,1,982963,991559,+
33,CP010052.1,1,1005307,1013932,+
33,CP010053.1,1,1005058,1013683,+
33,CP008698.1,1,988846,997471,+
33,CP007409.1,1,947798,956426,+
33,CP006881.1,1,968332,976957,+
33,CP003329.1,1,1005295,1013920,+
33,CP005997.1,1,946857,955481,+
33,CP002905.1,1,1116154,1124757,+
33,AP011541.2,1,1004002,1012624,+
33,CP002183.1,1,964050,972661,+
33,AP012496.1,1,980533,989158,+
33,CP004405.1,1,968553,977177,+
33,CP010314.1,1,984787,993412,+
33,CP003783.1,1,984795,993420,+
33,CP003695.1,1,3061503,3070128,-
34,CP009796.1,1,976096,991716,+
34,CP007800.1,1,997505,1013122,+
34,AL009126.3,1,1013957,1029574,+
34,CP002468.1,1,3224830,3240453,+
34,CP004019.1,1,1018632,1034286,+
34,CP002906.1,1,991594,1007216,+
34,CP010052.1,1,1013966,1029583,+
34,CP010053.1,1,1013717,1029334,+
34,CP008698.1,1,997505,1013122,+
34,CP007409.1,1,956461,972074,+
34,CP006881.1,1,976991,992608,+
34,CP003329.1,1,1013954,1029571,+
34,CP005997.1,1,955516,971143,+
34,CP002905.1,1,1124810,1140435,+
34,AP011541.2,1,1012659,1028279,+
34,CP002183.1,1,972713,988337,+
34,AP012496.1,1,989192,1004809,+
34,CP004405.1,1,978802,994424,+
34,CP010314.1,1,993446,1009063,+
34,CP003783.1,1,993454,1009071,+
34,CP003695.1,1,3045850,3061468,-
35,CP009796.1,1,995234,1012847,+
35,CP007800.1,1,1016384,1033998,+
35,AL009126.3,1,1032836,1050450,+
35,CP002468.1,1,3243715,3261328,+
35,CP004019.1,1,1037547,1055136,+
35,CP002906.1,1,1010737,1028357,+
35,CP010052.1,1,1032845,1050459,+
35,CP010053.1,1,1032596,1050210,+
35,CP008698.1,1,1016384,1033998,+
35,CP007409.1,1,975336,992954,+
35,CP006881.1,1,995870,1013484,+
35,CP003329.1,1,1032833,1050447,+
35,CP005997.1,1,974405,992019,+
35,CP002905.1,1,1145938,1163548,+
35,AP011541.2,1,1031540,1049148,+
35,CP002183.1,1,994037,1011829,+
35,AP012496.1,1,1008071,1025685,+
35,CP004405.1,1,997685,1015274,+
35,CP010314.1,1,1012325,1029939,+
35,CP003783.1,1,1012333,1029947,+
35,CP003695.1,1,3024972,3042588,-
36,CP009796.1,1,1012848,1020700,+
36,CP007800.1,1,1033999,1041852,+
36,AL009126.3,1,1050451,1058304,+
36,CP002468.1,1,3261329,3269182,+
36,CP004019.1,1,1055137,1062990,+
