block,species,chr,chr_beg,chr_end,orientation
73,CP010053.1,1,570167,574690,+
73,CP008698.1,1,553955,558478,+
73,CP007409.1,1,534891,539417,+
73,CP006881.1,1,533441,537964,+
73,CP003329.1,1,570405,574928,+
73,CP005997.1,1,533453,537976,+
73,CP002905.1,1,683969,688583,+
73,AP011541.2,1,568093,572620,+
73,CP002183.1,1,537492,542425,+
73,AP012496.1,1,549642,554165,+
73,CP004405.1,1,546340,550864,+
73,CP010314.1,1,549896,554419,+
73,CP003783.1,1,549908,554431,+
73,CP003695.1,1,3482575,3487098,-
72,CP009796.1,1,505796,506940,+
72,CP002906.1,1,547075,548218,+
71,CP009796.1,1,501898,503595,+
71,CP007800.1,1,549711,551407,+
71,AL009126.3,1,566164,567860,+
71,CP002468.1,1,2755674,2757370,+
71,CP004019.1,1,544409,546125,+
71,CP002906.1,1,543079,544758,+
71,CP010052.1,1,566172,567868,+
71,CP010053.1,1,565923,567619,+
71,CP008698.1,1,549711,551407,+
71,CP007409.1,1,529017,530713,+
71,CP006881.1,1,529197,530893,+
71,CP003329.1,1,566161,567857,+
71,CP005997.1,1,529209,530905,+
71,AP011541.2,1,562197,563893,+
71,AP012496.1,1,545398,547094,+
71,CP004405.1,1,542006,543684,+
71,CP010314.1,1,545652,547348,+
71,CP003783.1,1,545664,547360,+
71,CP003695.1,1,3491329,3493040,-
70,CP009796.1,1,500763,501897,+
70,CP007800.1,1,548576,549710,+
70,AL009126.3,1,565029,566163,+
70,CP002468.1,1,2754539,2755673,+
70,CP004019.1,1,543275,544408,+
70,CP002906.1,1,541943,543078,+
70,CP010052.1,1,565037,566171,+
70,CP010053.1,1,564788,565922,+
70,CP008698.1,1,548576,549710,+
70,CP007409.1,1,527882,529016,+
70,CP006881.1,1,528062,529196,+
70,CP003329.1,1,565026,566160,+
70,CP005997.1,1,528074,529208,+
70,AP011541.2,1,561062,562196,+
70,AP012496.1,1,544263,545397,+
70,CP004405.1,1,540872,542005,+
70,CP010314.1,1,544517,545651,+
70,CP003783.1,1,544529,545663,+
70,CP003695.1,1,3493042,3494176,-
70,CP009748.1,1,488441,489567,+
69,CP009796.1,1,497255,499373,+
69,CP007800.1,1,545069,547187,+
69,AL009126.3,1,561522,563640,+
69,CP002468.1,1,2751032,2753150,+
69,CP004019.1,1,539769,541885,+
69,CP002906.1,1,538437,540554,+
69,CP010052.1,1,561530,563648,+
69,CP010053.1,1,561281,563399,+
69,CP008698.1,1,545069,547187,+
69,CP007409.1,1,524378,526494,+
69,CP006881.1,1,524555,526673,+
69,CP003329.1,1,561519,563637,+
69,CP005997.1,1,524564,526685,+
69,AP011541.2,1,557555,559673,+
69,AP012496.1,1,540756,542874,+
69,CP004405.1,1,537366,539482,+
69,CP010314.1,1,541010,543128,+
69,CP003783.1,1,541022,543140,+
69,CP003695.1,1,3495564,3497659,-
68,CP009796.1,1,494492,495508,+
68,CP007800.1,1,543160,544180,+
68,AL009126.3,1,559613,560633,+
68,CP002468.1,1,2748339,2749356,+
68,CP004019.1,1,538086,539109,+
68,CP002906.1,1,534680,535696,+
68,CP010052.1,1,559621,560641,+
68,CP010053.1,1,559372,560392,+
68,CP008698.1,1,543160,544180,+
68,CP007409.1,1,521668,522686,+
68,CP006881.1,1,522646,523666,+
68,CP003329.1,1,559610,560630,+
68,CP005997.1,1,522655,523675,+
68,CP009749.1,1,496668,497671,+
68,CP002905.1,1,669322,670425,+
68,AP011541.2,1,554843,555859,+
68,CP009611.1,1,548397,549397,+
68,CP002183.1,1,527037,528110,+
68,AP012496.1,1,538847,539867,+
68,CP004405.1,1,535683,536706,+
68,CP010314.1,1,539101,540121,+
68,CP003783.1,1,539113,540133,+
68,CP003695.1,1,3499333,3500341,-
67,CP009796.1,1,489792,490957,+
67,CP002906.1,1,529109,530273,+
67,CP009749.1,1,484316,485480,+
67,AP011541.2,1,548786,549951,+
66,CP009796.1,1,488675,489769,+
66,CP002906.1,1,527992,529086,+
66,CP009749.1,1,483198,484293,+
66,AP011541.2,1,547669,548763,+
66,CP003695.1,1,3510744,3511838,-
65,CP009796.1,1,483519,486123,+
65,CP007800.1,1,509678,512282,+
65,AL009126.3,1,526132,528736,+
65,CP002468.1,1,2739150,2741754,+
65,CP004019.1,1,519474,522078,+
65,CP002906.1,1,519825,522429,+
65,CP010052.1,1,526139,528743,+
65,CP010053.1,1,525890,528494,+
65,CP008698.1,1,509678,512282,+
65,CP007409.1,1,512445,515049,+
65,CP006881.1,1,509675,512279,+
65,CP003329.1,1,526129,528733,+
65,CP005997.1,1,509684,512288,+
65,CP002905.1,1,641581,644185,+
65,AP011541.2,1,516761,519365,+
65,CP002183.1,1,512594,515180,+
65,AP012496.1,1,525876,528480,+
65,CP004405.1,1,517235,519854,+
65,CP010314.1,1,526130,528734,+
65,CP003783.1,1,526142,528746,+
65,CP003695.1,1,3513521,3516126,-
64,CP009796.1,1,480872,482386,+
64,CP007800.1,1,505937,507451,+
64,AL009126.3,1,522391,523905,+
64,CP002468.1,1,2736795,2738309,+
64,CP004019.1,1,515734,517248,+
64,CP002906.1,1,516085,517599,+
64,CP010052.1,1,522398,523912,+
64,CP010053.1,1,522149,523663,+
64,CP008698.1,1,505937,507451,+
64,CP007409.1,1,510090,511604,+
64,CP006881.1,1,505934,507448,+
64,CP003329.1,1,522388,523902,+
64,CP005997.1,1,505943,507457,+
64,CP009749.1,1,474315,475829,+
64,CP002905.1,1,639150,640664,+
64,AP011541.2,1,513021,514535,+
64,CP009611.1,1,524754,526268,+
64,CP002183.1,1,510222,511736,+
64,AP012496.1,1,522135,523649,+
64,CP004405.1,1,513495,515009,+
64,CP010314.1,1,522389,523903,+
64,CP003783.1,1,522401,523915,+
64,CP003695.1,1,3516966,3518480,-
64,CP009748.1,1,466217,467642,+
63,CP009796.1,1,474496,475725,+
63,CP007800.1,1,499561,500790,+
63,AL009126.3,1,516015,517244,+
63,CP002468.1,1,2730419,2731648,+
63,CP004019.1,1,509357,510586,+
63,CP002906.1,1,509701,510930,+
63,CP010052.1,1,516022,517251,+
63,CP010053.1,1,515774,517002,+
63,CP008698.1,1,499561,500790,+
63,CP007409.1,1,503715,504943,+
63,CP006881.1,1,499558,500787,+
63,CP003329.1,1,516012,517241,+
63,CP005997.1,1,499567,500796,+
63,CP009749.1,1,467948,469160,+
63,CP002905.1,1,632773,634001,+
63,AP011541.2,1,506637,507866,+
63,CP009611.1,1,518384,519596,+
63,CP002183.1,1,503844,505072,+
63,AP012496.1,1,515760,516988,+
63,CP004405.1,1,507118,508347,+
63,CP010314.1,1,516013,517242,+
63,CP003783.1,1,516026,517255,+
63,CP003695.1,1,3523627,3524856,-
63,CP009748.1,1,459848,461060,+
62,CP009796.1,1,469554,471175,+
62,CP007800.1,1,494563,496184,+
62,AL009126.3,1,511017,512638,+
62,CP002468.1,1,2725476,2727097,+
62,CP004019.1,1,504407,506028,+
62,CP002906.1,1,504846,506467,+
62,CP010052.1,1,511024,512645,+
62,CP010053.1,1,511032,512653,+
62,CP008698.1,1,494563,496184,+
62,CP007409.1,1,498971,500592,+
62,CP006881.1,1,494560,496181,+
62,CP003329.1,1,511014,512635,+
62,CP005997.1,1,494569,496190,+
62,CP009749.1,1,463275,464888,+
62,CP002905.1,1,628032,629652,+
62,AP011541.2,1,501709,503330,+
62,CP009611.1,1,513715,515324,+
62,CP002183.1,1,499102,500723,+
62,AP012496.1,1,511018,512639,+
62,CP004405.1,1,502175,503796,+
62,CP010314.1,1,511015,512636,+
62,CP003783.1,1,511028,512649,+
62,CP003695.1,1,3528183,3529804,-
62,CP009748.1,1,455175,456788,+
61,CP009796.1,1,450783,469552,+
61,CP007800.1,1,475798,494561,+
61,AL009126.3,1,492248,511015,+
61,CP002468.1,1,2706701,2725474,+
61,CP004019.1,1,485600,504405,+
61,CP002906.1,1,486078,504844,+
61,CP010052.1,1,492255,511022,+
61,CP010053.1,1,492257,511030,+
61,CP008698.1,1,475798,494561,+
61,CP007409.1,1,480201,498969,+
61,CP006881.1,1,475795,494558,+
61,CP003329.1,1,492245,511012,+
61,CP005997.1,1,475800,494567,+
61,CP002905.1,1,607945,628030,+
61,AP011541.2,1,482938,501707,+
61,CP002183.1,1,479024,499100,+
61,AP012496.1,1,492243,511016,+
61,CP004405.1,1,483345,502173,+
61,CP010314.1,1,492246,511013,+
61,CP003783.1,1,492259,511026,+
61,CP003695.1,1,3529805,3548580,-
60,CP009796.1,1,449340,450781,+
60,AL009126.3,1,490805,492246,+
60,CP002468.1,1,2705257,2706699,+
60,CP004019.1,1,484157,485598,+
60,CP002906.1,1,484635,486076,+
60,CP010052.1,1,490812,492253,+
60,CP010053.1,1,490814,492255,+
60,CP007409.1,1,478758,480199,+
60,CP003329.1,1,490802,492243,+
60,CP005997.1,1,474357,475798,+
60,CP002905.1,1,606503,607943,+
60,AP011541.2,1,481496,482936,+
60,CP002183.1,1,477581,479022,+
60,AP012496.1,1,490800,492241,+
60,CP004405.1,1,481902,483343,+
60,CP010314.1,1,490803,492244,+
60,CP003783.1,1,490816,492257,+
60,CP003695.1,1,3548581,3550022,-
59,CP009796.1,1,447828,448993,+
59,AL009126.3,1,489289,490454,+
59,CP002468.1,1,2703737,2704902,+
59,CP004019.1,1,482631,483796,+
59,CP002906.1,1,483120,484285,+
59,CP010052.1,1,489296,490461,+
59,CP010053.1,1,489298,490463,+
59,CP007409.1,1,477248,478413,+
59,CP003329.1,1,489286,490451,+
59,CP005997.1,1,472841,474006,+
59,CP002905.1,1,604907,606072,+
59,AP011541.2,1,477578,478737,+
59,CP002183.1,1,476054,477222,+
59,AP012496.1,1,489285,490450,+
59,CP004405.1,1,480376,481541,+
59,CP010314.1,1,489287,490452,+
59,CP003783.1,1,489300,490465,+
59,CP003695.1,1,3550336,3551500,-
58,CP009796.1,1,434288,436877,+
58,AL009126.3,1,475746,478335,+
58,CP002468.1,1,2690199,2692788,+
58,CP004019.1,1,469091,471680,+
58,CP002906.1,1,469597,472170,+
58,CP010052.1,1,475753,478342,+
58,CP010053.1,1,475755,478344,+
58,CP007409.1,1,463712,466301,+
58,CP003329.1,1,475743,478332,+
58,CP005997.1,1,459298,461887,+
58,CP002905.1,1,591363,593953,+
58,AP011541.2,1,473495,476084,+
58,CP002183.1,1,462533,465120,+
58,AP012496.1,1,475742,478331,+
58,CP004405.1,1,466836,469425,+
58,CP010314.1,1,475744,478333,+
58,CP003783.1,1,475757,478346,+
58,CP003695.1,1,3562449,3565039,-
57,CP009796.1,1,433166,434275,+
57,CP007800.1,1,474620,475728,+
57,AL009126.3,1,474625,475733,+
57,CP002468.1,1,2689077,2690186,+
57,CP004019.1,1,467969,469078,+
57,CP002906.1,1,468474,469584,+
57,CP010052.1,1,474632,475740,+
57,CP010053.1,1,474634,475742,+
57,CP008698.1,1,474620,475728,+
57,CP007409.1,1,462591,463699,+
57,CP006881.1,1,474617,475725,+
57,CP003329.1,1,474622,475730,+
57,CP005997.1,1,458177,459285,+
57,CP002905.1,1,590242,591350,+
57,AP011541.2,1,472373,473482,+
57,CP002183.1,1,461408,462517,+
57,AP012496.1,1,474621,475729,+
57,CP004405.1,1,465714,466823,+
57,CP010314.1,1,474623,475731,+
57,CP003783.1,1,474636,475744,+
57,CP003695.1,1,3565052,3566159,-
56,CP009796.1,1,408419,427946,+
56,CP007800.1,1,449872,469401,+
56,AL009126.3,1,449877,469406,+
56,CP002468.1,1,2664330,2683858,+
56,CP004019.1,1,443192,462746,+
56,CP002906.1,1,443719,463254,+
56,CP010052.1,1,449884,469413,+
56,CP010053.1,1,449886,469415,+
56,CP008698.1,1,449872,469401,+
56,CP007409.1,1,437849,457372,+
56,CP006881.1,1,449869,469398,+
56,CP003329.1,1,449875,469403,+
56,CP005997.1,1,433431,452958,+
56,CP002905.1,1,566257,585027,+
56,AP011541.2,1,447619,467153,+
56,CP002183.1,1,436635,456194,+
56,AP012496.1,1,449873,469402,+
56,CP004405.1,1,440957,460494,+
56,CP010314.1,1,449875,469404,+
56,CP003783.1,1,449888,469417,+
56,CP003695.1,1,3571382,3590921,-
55,CP009796.1,1,400971,408102,+
55,CP007800.1,1,442423,449555,+
55,AL009126.3,1,442428,449560,+
55,CP002468.1,1,2656881,2664013,+
55,CP004019.1,1,435743,442875,+
55,CP002906.1,1,434937,442059,+
55,CP010052.1,1,442435,449567,+
55,CP010053.1,1,442437,449569,+
55,CP008698.1,1,442423,449555,+
55,CP007409.1,1,430402,437533,+
55,CP006881.1,1,442420,449552,+
55,CP003329.1,1,442426,449558,+
55,CP005997.1,1,425984,433114,+
55,CP002905.1,1,558817,565943,+
55,AP011541.2,1,440171,447302,+
55,CP002183.1,1,429186,436318,+
55,AP012496.1,1,442424,449556,+
55,CP004405.1,1,433508,440640,+
55,CP010314.1,1,442426,449558,+
55,CP003783.1,1,442439,449571,+
55,CP003695.1,1,3591237,3598370,-
54,CP009796.1,1,368062,370093,+
54,CP007800.1,1,409507,411547,+
54,AL009126.3,1,409512,411552,+
54,CP002468.1,1,2623968,2626008,+
54,CP004019.1,1,402793,404833,+
54,CP002906.1,1,400856,402896,+
54,CP010052.1,1,409519,411559,+
54,CP010053.1,1,409521,411561,+
54,CP008698.1,1,409507,411547,+
54,CP007409.1,1,397498,399529,+
54,CP006881.1,1,409504,411544,+
54,CP003329.1,1,409510,411550,+
54,CP005997.1,1,393069,395109,+
54,CP009749.1,1,355468,357490,+
54,CP002905.1,1,526061,528101,+
54,AP011541.2,1,406110,408141,+
54,CP009611.1,1,402280,404302,+
54,CP002183.1,1,396463,398485,+
54,AP012496.1,1,409508,411548,+
54,CP004405.1,1,400594,402634,+
54,CP010314.1,1,409510,411550,+
54,CP003783.1,1,409523,411563,+
54,CP003695.1,1,3629246,3631277,-
54,CP009748.1,1,344486,346508,+
53,CP009796.1,1,359961,367460,+
53,CP007800.1,1,401413,408914,+
53,AL009126.3,1,401418,408919,+
53,CP002468.1,1,2615892,2623375,+
53,CP004019.1,1,394701,402201,+
53,CP002906.1,1,392960,400460,+
53,CP010052.1,1,401425,408926,+
53,CP010053.1,1,401427,408928,+
53,CP008698.1,1,401413,408914,+
53,CP007409.1,1,389429,396896,+
53,CP006881.1,1,401410,408911,+
53,CP003329.1,1,401418,408917,+
53,CP005997.1,1,384976,392476,+
53,CP002905.1,1,517044,524542,+
53,AP011541.2,1,398007,405508,+
53,CP002183.1,1,388557,396051,+
53,AP012496.1,1,401414,408915,+
53,CP004405.1,1,392502,400002,+
53,CP010314.1,1,401416,408917,+
53,CP003783.1,1,401429,408930,+
53,CP003695.1,1,3631880,3639385,-
52,CP009796.1,1,357546,359960,+
52,CP007800.1,1,398998,401412,+
52,AL009126.3,1,399003,401417,+
52,CP002468.1,1,2613477,2615891,+
52,CP004019.1,1,392286,394700,+
52,CP002906.1,1,390545,392959,+
52,CP010052.1,1,399010,401424,+
52,CP010053.1,1,399012,401426,+
52,CP008698.1,1,398998,401412,+
52,CP007409.1,1,387014,389428,+
52,CP006881.1,1,398995,401409,+
52,CP003329.1,1,399003,401417,+
52,CP005997.1,1,382561,384975,+
52,CP009749.1,1,348069,350452,+
52,CP002905.1,1,514629,517043,+
52,AP011541.2,1,395592,398006,+
52,CP009611.1,1,391961,394344,+
52,CP002183.1,1,386157,388556,+
52,AP012496.1,1,398999,401413,+
52,CP004405.1,1,390087,392501,+
52,CP010314.1,1,399001,401415,+
52,CP003783.1,1,399014,401428,+
52,CP003695.1,1,3639387,3641800,-
51,CP009796.1,1,355778,356889,+
51,CP007800.1,1,397230,398341,+
51,AL009126.3,1,397235,398346,+
51,CP002468.1,1,2611709,2612820,+
51,CP004019.1,1,390518,391629,+
51,CP002906.1,1,388777,389888,+
51,CP010052.1,1,397242,398353,+
51,CP010053.1,1,397244,398355,+
51,CP008698.1,1,397230,398341,+
51,CP007409.1,1,385246,386357,+
51,CP006881.1,1,397227,398338,+
51,CP003329.1,1,397235,398346,+
51,CP005997.1,1,380793,381904,+
51,CP002905.1,1,512853,513972,+
51,AP011541.2,1,393824,394935,+
51,CP002183.1,1,384374,385485,+
51,AP012496.1,1,397231,398342,+
51,CP004405.1,1,388319,389430,+
51,CP010314.1,1,397233,398344,+
51,CP003783.1,1,397246,398357,+
51,CP003695.1,1,3642457,3643568,-
50,CP009796.1,1,345159,353808,+
50,CP007800.1,1,386611,395260,+
50,AL009126.3,1,386616,395265,+
50,CP002468.1,1,2601091,2609740,+
50,CP004019.1,1,379899,388548,+
50,CP002906.1,1,378158,386807,+
50,CP010052.1,1,386623,395272,+
50,CP010053.1,1,386625,395274,+
50,CP008698.1,1,386611,395260,+
50,CP007409.1,1,374627,383276,+
50,CP006881.1,1,386608,395257,+
50,CP003329.1,1,386616,395265,+
50,CP005997.1,1,370177,378823,+
50,CP002905.1,1,502242,510891,+
50,AP011541.2,1,383205,391854,+
50,CP002183.1,1,373755,382404,+
50,AP012496.1,1,386612,395261,+
50,CP004405.1,1,377699,386348,+
50,CP010314.1,1,386614,395263,+
50,CP003783.1,1,386627,395276,+
50,CP003695.1,1,3645538,3654188,-
49,CP009796.1,1,328743,342937,+
49,CP007800.1,1,370195,384389,+
49,AL009126.3,1,370199,384394,+
49,CP002468.1,1,2584675,2598869,+
49,CP004019.1,1,363464,377677,+
49,CP002906.1,1,361741,375936,+
49,CP010052.1,1,370206,384401,+
49,CP010053.1,1,370209,384403,+
49,CP008698.1,1,370195,384389,+
49,CP007409.1,1,358211,372405,+
49,CP006881.1,1,370192,384386,+
49,CP003329.1,1,370199,384394,+
49,CP005997.1,1,353761,367955,+
49,CP002905.1,1,485825,500014,+
49,AP011541.2,1,366795,380983,+
49,CP002183.1,1,357331,371527,+
49,AP012496.1,1,370196,384390,+
49,CP004405.1,1,361286,375478,+
49,CP010314.1,1,370198,384392,+
49,CP003783.1,1,370211,384405,+
49,CP003695.1,1,3656411,3670606,-
48,CP009796.1,1,324612,328683,+
48,CP007800.1,1,366064,370135,+
48,AL009126.3,1,366068,370139,+
48,CP002468.1,1,2580666,2584615,+
48,CP004019.1,1,359325,363404,+
48,CP002906.1,1,356144,360216,+
48,CP010052.1,1,366075,370146,+
48,CP010053.1,1,366078,370149,+
48,CP008698.1,1,366064,370135,+
48,CP007409.1,1,354080,358151,+
48,CP006881.1,1,366061,370132,+
48,CP003329.1,1,366068,370139,+
48,CP005997.1,1,349747,353701,+
48,CP002905.1,1,480106,484212,+
48,AP011541.2,1,361129,365194,+
48,CP002183.1,1,351616,355718,+
48,AP012496.1,1,366065,370136,+
48,CP004405.1,1,357147,361226,+
48,CP010314.1,1,366067,370138,+
48,CP003783.1,1,366080,370151,+
48,CP003695.1,1,3672210,3676149,-
23,CP009796.1,1,190627,192404,+
23,CP007800.1,1,231143,232923,+
23,AL009126.3,1,231135,232915,+
23,CP002468.1,1,2447915,2449695,+
23,CP004019.1,1,224712,226491,+
23,CP002906.1,1,219167,220946,+
23,CP010052.1,1,231142,232922,+
23,CP010053.1,1,231143,232923,+
23,CP008698.1,1,231143,232923,+
23,CP007409.1,1,222193,223972,+
23,CP006881.1,1,231140,232920,+
23,CP003329.1,1,231133,232913,+
23,CP005997.1,1,214662,216442,+
23,AP011541.2,1,220341,222120,+
23,AP012496.1,1,231132,232912,+
23,CP004405.1,1,222591,224370,+
23,CP010314.1,1,231135,232915,+
23,CP003783.1,1,231147,232927,+
23,CP003695.1,1,3810860,3812638,-
22,CP009796.1,1,182410,190626,+
22,CP007800.1,1,222925,231142,+
22,AL009126.3,1,222917,231134,+
22,CP002468.1,1,2439711,2447914,+
22,CP004019.1,1,216494,224711,+
22,CP002906.1,1,210957,219166,+
22,CP010052.1,1,222924,231141,+
22,CP010053.1,1,222925,231142,+
22,CP008698.1,1,222925,231142,+
22,CP007409.1,1,213984,222192,+
22,CP006881.1,1,222922,231139,+
22,CP003329.1,1,222915,231132,+
22,CP005997.1,1,206446,214661,+
22,CP002905.1,1,331406,339646,+
22,AP011541.2,1,212136,220340,+
22,CP002183.1,1,214230,222457,+
22,AP012496.1,1,222914,231131,+
22,CP004405.1,1,214373,222590,+
22,CP010314.1,1,222917,231134,+
22,CP003783.1,1,222929,231146,+
22,CP003695.1,1,3812640,3820846,-
21,CP009796.1,1,179672,181179,+
21,CP007800.1,1,220187,221694,+
21,AL009126.3,1,220179,221686,+
21,CP002468.1,1,2436982,2438481,+
21,CP004019.1,1,213754,215263,+
21,CP010052.1,1,220186,221693,+
21,CP010053.1,1,220187,221694,+
21,CP008698.1,1,220187,221694,+
21,CP007409.1,1,211254,212753,+
21,CP006881.1,1,220184,221691,+
21,CP003329.1,1,220177,221684,+
21,CP005997.1,1,203708,205215,+
21,CP002905.1,1,328666,330175,+
21,CP002183.1,1,198493,200002,+
21,AP012496.1,1,220176,221683,+
21,CP004405.1,1,211633,213142,+
21,CP010314.1,1,220179,221686,+
21,CP003783.1,1,220191,221698,+
21,CP003695.1,1,3822077,3823586,-
20,CP009796.1,1,176887,178876,+
20,CP007800.1,1,211110,213086,+
20,AL009126.3,1,211102,213078,+
20,CP002468.1,1,2426124,2428083,+
20,CP004019.1,1,210976,212949,+
20,CP002906.1,1,208376,210354,+
20,CP010052.1,1,211109,213085,+
20,CP010053.1,1,211110,213086,+
20,CP008698.1,1,211110,213086,+
20,CP007409.1,1,200395,202358,+
20,CP006881.1,1,211107,213083,+
20,CP003329.1,1,211100,213076,+
20,CP005997.1,1,194618,196607,+
20,CP002905.1,1,323501,325532,+
20,AP012496.1,1,211099,213075,+
20,CP004405.1,1,208855,210828,+
20,CP010314.1,1,211102,213078,+
20,CP003783.1,1,211114,213090,+
20,CP003695.1,1,3830689,3832678,-
19,CP009796.1,1,170971,176715,+
19,CP007800.1,1,205191,210938,+
19,AL009126.3,1,205183,210930,+
19,CP002468.1,1,2420239,2425984,+
19,CP004019.1,1,205032,210805,+
19,CP002906.1,1,202472,208204,+
19,CP010052.1,1,205190,210937,+
19,CP010053.1,1,205191,210938,+
19,CP008698.1,1,205191,210938,+
19,CP007409.1,1,194475,200222,+
19,CP006881.1,1,205188,210935,+
19,CP003329.1,1,205181,210928,+
19,CP005997.1,1,188699,194446,+
19,CP002905.1,1,317526,323255,+
19,AP011541.2,1,204970,210717,+
19,CP002183.1,1,192138,197890,+
19,AP012496.1,1,205180,210927,+
19,CP004405.1,1,202937,208684,+
19,CP010314.1,1,205183,210930,+
19,CP003783.1,1,205195,210942,+
19,CP003695.1,1,3832850,3838599,-
18,CP009796.1,1,167833,170815,+
18,CP007800.1,1,202054,205035,+
18,AL009126.3,1,202046,205027,+
18,CP002468.1,1,2417115,2420083,+
18,CP010052.1,1,202053,205034,+
18,CP010053.1,1,202054,205035,+
18,CP008698.1,1,202054,205035,+
18,CP007409.1,1,191335,194318,+
18,CP006881.1,1,202051,205032,+
18,CP003329.1,1,202044,205025,+
18,CP005997.1,1,185562,188543,+
18,AP011541.2,1,201852,204814,+
18,AP012496.1,1,202043,205024,+
18,CP010314.1,1,202046,205027,+
18,CP003783.1,1,202058,205039,+
18,CP003695.1,1,3838755,3841738,-
17,CP009796.1,1,159753,167114,+
17,CP007800.1,1,193975,201336,+
17,AL009126.3,1,193967,201328,+
17,CP002468.1,1,2409036,2416396,+
17,CP004019.1,1,195160,202523,+
17,CP002906.1,1,193864,201227,+
17,CP010052.1,1,193974,201335,+
17,CP010053.1,1,193975,201336,+
17,CP008698.1,1,193975,201336,+
17,CP007409.1,1,183256,190616,+
17,CP006881.1,1,193972,201333,+
17,CP003329.1,1,193965,201326,+
17,CP005997.1,1,177483,184844,+
17,CP009749.1,1,181955,189302,+
17,CP002905.1,1,308716,316075,+
17,AP011541.2,1,193772,201134,+
17,CP009611.1,1,194580,201928,+
17,CP002183.1,1,183469,190838,+
17,AP012496.1,1,193964,201325,+
17,CP004405.1,1,193065,200428,+
17,CP010314.1,1,193967,201328,+
17,CP003783.1,1,193979,201340,+
17,CP003695.1,1,3842457,3849822,-
17,CP009748.1,1,181565,188895,+
16,CP009796.1,1,142705,150819,+
16,CP007800.1,1,176927,185041,+
16,AL009126.3,1,176919,185033,+
16,CP002468.1,1,2391989,2400103,+
16,CP004019.1,1,178110,186224,+
16,CP002906.1,1,176816,184930,+
16,CP010052.1,1,176926,185040,+
16,CP010053.1,1,176927,185041,+
16,CP008698.1,1,176927,185041,+
16,CP007409.1,1,166208,174322,+
16,CP006881.1,1,176924,185038,+
16,CP003329.1,1,176917,185031,+
16,CP005997.1,1,160435,168549,+
16,CP002905.1,1,291673,299782,+
16,AP011541.2,1,176727,184840,+
16,CP002183.1,1,166422,174536,+
16,AP012496.1,1,176916,185030,+
16,CP004405.1,1,176015,184129,+
16,CP010314.1,1,176919,185033,+
16,CP003783.1,1,176931,185045,+
16,CP003695.1,1,3858752,3866866,-
15,CP009796.1,1,135731,136906,+
15,CP007800.1,1,159496,160671,+
15,AL009126.3,1,159496,160671,+
15,CP002468.1,1,2374392,2375567,+
15,CP004019.1,1,160813,161988,+
15,CP002906.1,1,159354,160529,+
15,CP010052.1,1,159496,160671,+
15,CP010053.1,1,159495,160670,+
15,CP008698.1,1,159496,160671,+
15,CP007409.1,1,159392,160567,+
15,CP006881.1,1,159493,160668,+
15,CP003329.1,1,159496,160671,+
15,CP005997.1,1,153416,154591,+
15,CP002905.1,1,159603,160779,+
15,AP011541.2,1,159435,160610,+
15,CP002183.1,1,153840,155015,+
15,AP012496.1,1,159495,160670,+
15,CP004405.1,1,158911,160086,+
15,CP010314.1,1,159496,160671,+
15,CP003783.1,1,159496,160671,+
15,CP003695.1,1,3883223,3884398,-
14,CP009796.1,1,129457,130933,+
14,CP007800.1,1,153219,154695,+
14,AL009126.3,1,153219,154695,+
14,CP002468.1,1,2368115,2369591,+
14,CP004019.1,1,154535,156011,+
14,CP002906.1,1,153080,154556,+
14,CP010052.1,1,153219,154695,+
14,CP010053.1,1,153218,154694,+
14,CP008698.1,1,153219,154695,+
14,CP007409.1,1,153116,154592,+
14,CP006881.1,1,153216,154692,+
14,CP003329.1,1,153219,154695,+
14,CP005997.1,1,147143,148619,+
14,CP009749.1,1,148374,149846,+
14,CP002905.1,1,153303,154779,+
14,AP011541.2,1,153164,154640,+
14,CP009611.1,1,155058,156530,+
14,CP002183.1,1,147533,149009,+
14,AP012496.1,1,153218,154694,+
14,CP004405.1,1,152633,154109,+
14,CP010314.1,1,153219,154695,+
14,CP003783.1,1,153219,154695,+
14,CP003695.1,1,3889200,3890676,-
14,CP009748.1,1,148352,149824,+
13,CP009796.1,1,111460,126628,+
13,CP007800.1,1,135215,150390,+
13,AL009126.3,1,135215,150390,+
13,CP002468.1,1,2350111,2365286,+
13,CP004019.1,1,136532,151706,+
13,CP002906.1,1,135077,150251,+
13,CP010052.1,1,135215,150390,+
13,CP010053.1,1,135214,150389,+
13,CP008698.1,1,135215,150390,+
13,CP007409.1,1,135113,150287,+
13,CP006881.1,1,135212,150387,+
13,CP003329.1,1,135215,150390,+
13,CP005997.1,1,129139,144314,+
13,CP009749.1,1,130351,145533,+
13,CP002905.1,1,135295,150469,+
13,AP011541.2,1,135159,150333,+
13,CP009611.1,1,137035,152217,+
13,CP002183.1,1,129527,144701,+
13,AP012496.1,1,135214,150389,+
13,CP004405.1,1,134630,149804,+
13,CP010314.1,1,135215,150390,+
13,CP003783.1,1,135215,150390,+
13,CP003695.1,1,3893505,3908679,-
13,CP009748.1,1,130328,145512,+
12,CP009796.1,1,92582,110208,+
12,CP007800.1,1,116343,133969,+
12,AL009126.3,1,116343,133969,+
12,CP002468.1,1,2331241,2348865,+
12,CP004019.1,1,117612,135238,+
12,CP002906.1,1,116205,133831,+
12,CP010052.1,1,116343,133969,+
12,CP010053.1,1,116342,133968,+
12,CP008698.1,1,116343,133969,+
12,CP007409.1,1,116240,133866,+
